assessment_id,site_id,conducted_by_person_id,assessment_date,assessment_period,overall_risk_score,findings_summary,num_hazards_identified,num_actions_created,status
22096,3119,7009,2023-09-24,H2_2023,49,Assessment of TKKM o Kawakawa mai Tawhiti identified medium overall risk level. Primary concerns are chemical storage particularly affecting the sports facilities. Emergency procedures were reviewed and found to be adequate. 0 actions created.,1,0,COMPLETED
22097,3119,7007,2024-03-26,H1_2024,89,Routine H1/H2 assessment for TKKM o Kawakawa mai Tawhiti conducted on the assessment date. Building condition assessments reviewed for all 5 structures. 4 hazards requiring attention identified. Notable improvement in first aid supplies since last assessment.,4,1,COMPLETED
22098,3119,7007,2024-09-19,H2_2024,57,Risk assessment findings: TKKM o Kawakawa mai Tawhiti presents medium risk environment. Critical items include loose railing on Block A stairwell. Moderate items include missing fire extinguisher sign. 0 actions assigned with 1 marked as critical priority.,1,0,COMPLETED
22099,3119,7010,2025-03-19,H1_2025,71,Routine H1/H2 assessment for TKKM o Kawakawa mai Tawhiti conducted on the assessment date. Building condition assessments reviewed for all 5 structures. 0 hazards requiring attention identified. Notable improvement in stairwell lighting since last assessment.,0,0,REVIEWED
22100,3180,7013,2020-03-10,H1_2020,49,Comprehensive risk assessment completed for Appleby School. 4 new hazards identified and 4 existing hazards reviewed. Key findings include: cracked window pane in classroom; cluttered storage room blocking access. 3 corrective actions have been raised.,4,3,COMPLETED
22101,3180,7011,2020-09-21,H2_2020,69,Risk assessment findings: Appleby School presents high risk environment. Critical items include worn anti-slip tape on steps. Moderate items include trip hazard from raised concrete. 3 actions assigned with 2 marked as critical priority.,2,3,COMPLETED
22102,3180,7011,2021-03-13,H1_2021,25,Risk assessment findings: Appleby School presents low risk environment. Critical items include worn anti-slip tape on steps. Moderate items include missing fire extinguisher sign. 3 actions assigned with 0 marked as critical priority.,4,3,COMPLETED
22103,3180,7011,2021-09-23,H2_2021,77,Site inspection revealed generally satisfactory conditions with 0 hazards identified. Main concerns relate to contractor oversight. Overall risk posture is high. Recommend follow-up on asbestos-containing materials within the next term.,0,1,COMPLETED
22104,3180,7013,2022-03-24,H1_2022,27,Routine H1/H2 assessment for Appleby School conducted on the assessment date. Building condition assessments reviewed for all 7 structures. 1 hazards requiring attention identified. Notable improvement in first aid supplies since last assessment.,1,0,COMPLETED
22105,3180,7013,2022-09-19,H2_2022,78,Risk assessment findings: Appleby School presents high risk environment. Critical items include uneven surface on playground. Moderate items include inadequate lighting in car park. 0 actions assigned with 1 marked as critical priority.,3,0,COMPLETED
22106,3180,7014,2023-03-23,H1_2023,38,Routine H1/H2 assessment for Appleby School conducted on the assessment date. Building condition assessments reviewed for all 8 structures. 1 hazards requiring attention identified. Notable improvement in first aid supplies since last assessment.,1,1,COMPLETED
22107,3180,7013,2023-09-03,H2_2023,33,Comprehensive risk assessment completed for Appleby School. 0 new hazards identified and 2 existing hazards reviewed. Key findings include: cluttered storage room blocking access; missing fire extinguisher sign. 0 corrective actions have been raised.,0,0,COMPLETED
22108,3180,7011,2024-03-18,H1_2024,71,Assessment of Appleby School identified high overall risk level. Primary concerns are roof condition particularly affecting the main block. Emergency procedures were reviewed and found to be satisfactory. 0 actions created.,0,0,COMPLETED
22109,3180,7014,2024-09-15,H2_2024,57,Comprehensive risk assessment completed for Appleby School. 3 new hazards identified and 7 existing hazards reviewed. Key findings include: inadequate lighting in car park; bird nesting in roof cavity. 3 corrective actions have been raised.,3,3,COMPLETED
22110,3180,7014,2025-03-26,H1_2025,12,Risk assessment findings: Appleby School presents low risk environment. Critical items include uneven surface on playground. Moderate items include uneven surface on playground. 5 actions assigned with 2 marked as critical priority.,4,5,COMPLETED
22111,3181,7017,2020-03-03,H1_2020,24,Routine H1/H2 assessment for Auckland Point School conducted on the assessment date. Building condition assessments reviewed for all 6 structures. 1 hazards requiring attention identified. Notable improvement in playground area maintenance since last assessment.,1,2,COMPLETED
22112,3181,7017,2020-09-26,H2_2020,77,Assessment of Auckland Point School identified high overall risk level. Primary concerns are asbestos-containing materials particularly affecting the main block. Emergency procedures were reviewed and found to be adequate. 1 actions created.,0,1,COMPLETED
22113,3181,7018,2021-03-14,H1_2021,26,Risk assessment findings: Auckland Point School presents low risk environment. Critical items include loose railing on Block A stairwell. Moderate items include inadequate lighting in car park. 3 actions assigned with 2 marked as critical priority.,4,3,COMPLETED
22114,3181,7015,2021-09-02,H2_2021,34,Routine H1/H2 assessment for Auckland Point School conducted on the assessment date. Building condition assessments reviewed for all 3 structures. 1 hazards requiring attention identified. Notable improvement in stairwell lighting since last assessment.,1,2,COMPLETED
22115,3181,7016,2022-03-26,H1_2022,68,Routine H1/H2 assessment for Auckland Point School conducted on the assessment date. Building condition assessments reviewed for all 4 structures. 4 hazards requiring attention identified. Notable improvement in emergency signage since last assessment.,4,3,COMPLETED
22116,3181,7018,2022-09-09,H2_2022,52,Comprehensive risk assessment completed for Auckland Point School. 4 new hazards identified and 3 existing hazards reviewed. Key findings include: blocked emergency exit in hall; bird nesting in roof cavity. 5 corrective actions have been raised.,4,5,COMPLETED
22117,3181,7016,2023-03-20,H1_2023,50,Risk assessment findings: Auckland Point School presents medium risk environment. Critical items include missing fire extinguisher sign. Moderate items include standing water near entrance pathway. 5 actions assigned with 2 marked as critical priority.,4,5,COMPLETED
22118,3181,7018,2023-09-25,H2_2023,15,Site inspection revealed generally satisfactory conditions with 4 hazards identified. Main concerns relate to aging infrastructure. Overall risk posture is low. Recommend follow-up on traffic management within 14 days.,4,1,COMPLETED
22119,3181,7017,2024-03-18,H1_2024,52,Comprehensive risk assessment completed for Auckland Point School. 2 new hazards identified and 7 existing hazards reviewed. Key findings include: cluttered storage room blocking access; inadequate lighting in car park. 0 corrective actions have been raised.,2,0,COMPLETED
22120,3181,7016,2024-09-12,H2_2024,47,Assessment of Auckland Point School identified medium overall risk level. Primary concerns are playground equipment wear particularly affecting administration building. Emergency procedures were reviewed and found to be requiring update. 1 actions created.,1,1,COMPLETED
22121,3181,7016,2025-03-12,H1_2025,41,Assessment of Auckland Point School identified medium overall risk level. Primary concerns are playground equipment wear particularly affecting administration building. Emergency procedures were reviewed and found to be adequate. 0 actions created.,0,0,COMPLETED
22122,3182,7020,2020-03-21,H1_2020,20,Site inspection revealed generally satisfactory conditions with 1 hazards identified. Main concerns relate to electrical systems. Overall risk posture is low. Recommend follow-up on playground equipment wear within 60 days.,1,2,COMPLETED
22123,3182,7019,2020-09-08,H2_2020,63,Site inspection revealed generally satisfactory conditions with 2 hazards identified. Main concerns relate to traffic management. Overall risk posture is high. Recommend follow-up on aging infrastructure within the next term.,2,0,COMPLETED
22124,3182,7021,2021-03-12,H1_2021,12,Site inspection revealed generally satisfactory conditions with 3 hazards identified. Main concerns relate to contractor oversight. Overall risk posture is low. Recommend follow-up on slip hazards during winter within the next term.,3,0,COMPLETED
22125,3182,7020,2021-09-11,H2_2021,78,Site inspection revealed generally satisfactory conditions with 2 hazards identified. Main concerns relate to traffic management. Overall risk posture is high. Recommend follow-up on aging infrastructure within 30 days.,2,1,COMPLETED
22126,3182,7021,2022-03-27,H1_2022,42,Risk assessment findings: Birchwood School presents medium risk environment. Critical items include bird nesting in roof cavity. Moderate items include mould visible on ceiling tiles. 3 actions assigned with 1 marked as critical priority.,4,3,COMPLETED
22127,3182,7020,2022-09-25,H2_2022,44,Risk assessment findings: Birchwood School presents medium risk environment. Critical items include mould visible on ceiling tiles. Moderate items include blocked emergency exit in hall. 1 actions assigned with 1 marked as critical priority.,1,1,COMPLETED
22128,3182,7020,2023-03-15,H1_2023,39,Assessment of Birchwood School identified medium overall risk level. Primary concerns are chemical storage particularly affecting the sports facilities. Emergency procedures were reviewed and found to be requiring update. 1 actions created.,1,1,COMPLETED
22129,3182,7021,2023-09-17,H2_2023,11,Comprehensive risk assessment completed for Birchwood School. 0 new hazards identified and 5 existing hazards reviewed. Key findings include: trip hazard from raised concrete; inadequate lighting in car park. 0 corrective actions have been raised.,0,0,COMPLETED
22130,3182,7019,2024-03-08,H1_2024,77,Routine H1/H2 assessment for Birchwood School conducted on the assessment date. Building condition assessments reviewed for all 3 structures. 1 hazards requiring attention identified. Notable improvement in stairwell lighting since last assessment.,1,0,COMPLETED
22131,3182,7019,2024-09-06,H2_2024,54,Assessment of Birchwood School identified medium overall risk level. Primary concerns are slip hazards during winter particularly affecting administration building. Emergency procedures were reviewed and found to be requiring update. 0 actions created.,2,0,COMPLETED
22132,3182,7020,2025-03-23,H1_2025,76,Assessment of Birchwood School identified high overall risk level. Primary concerns are traffic management particularly affecting the main block. Emergency procedures were reviewed and found to be requiring update. 4 actions created.,4,4,COMPLETED
22133,3183,7023,2020-03-23,H1_2020,38,Assessment of Brightwater School identified medium overall risk level. Primary concerns are contractor oversight particularly affecting outdoor areas. Emergency procedures were reviewed and found to be adequate. 1 actions created.,3,1,COMPLETED
22134,3183,7022,2020-09-08,H2_2020,49,Assessment of Brightwater School identified medium overall risk level. Primary concerns are tree management particularly affecting the sports facilities. Emergency procedures were reviewed and found to be adequate. 1 actions created.,1,1,COMPLETED
22135,3183,7024,2021-03-13,H1_2021,20,Comprehensive risk assessment completed for Brightwater School. 1 new hazards identified and 7 existing hazards reviewed. Key findings include: worn anti-slip tape on steps; uneven surface on playground. 2 corrective actions have been raised.,1,2,COMPLETED
22136,3183,7022,2021-09-25,H2_2021,18,Comprehensive risk assessment completed for Brightwater School. 3 new hazards identified and 3 existing hazards reviewed. Key findings include: tree branch overhanging walkway; loose railing on Block A stairwell. 2 corrective actions have been raised.,3,2,COMPLETED
22137,3183,7022,2022-03-18,H1_2022,42,Routine H1/H2 assessment for Brightwater School conducted on the assessment date. Building condition assessments reviewed for all 4 structures. 4 hazards requiring attention identified. Notable improvement in first aid supplies since last assessment.,4,1,COMPLETED
22138,3183,7022,2022-09-03,H2_2022,79,Risk assessment findings: Brightwater School presents high risk environment. Critical items include worn anti-slip tape on steps. Moderate items include standing water near entrance pathway. 3 actions assigned with 0 marked as critical priority.,3,3,COMPLETED
22139,3183,7023,2023-03-12,H1_2023,76,Routine H1/H2 assessment for Brightwater School conducted on the assessment date. Building condition assessments reviewed for all 11 structures. 2 hazards requiring attention identified. Notable improvement in emergency signage since last assessment.,2,1,COMPLETED
22140,3183,7024,2023-09-12,H2_2023,78,Comprehensive risk assessment completed for Brightwater School. 1 new hazards identified and 6 existing hazards reviewed. Key findings include: standing water near entrance pathway; standing water near entrance pathway. 1 corrective actions have been raised.,1,1,COMPLETED
22141,3183,7023,2024-03-26,H1_2024,73,Risk assessment findings: Brightwater School presents high risk environment. Critical items include cracked window pane in classroom. Moderate items include damaged fencing along south boundary. 1 actions assigned with 1 marked as critical priority.,0,1,COMPLETED
22142,3183,7023,2024-09-27,H2_2024,82,Routine H1/H2 assessment for Brightwater School conducted on the assessment date. Building condition assessments reviewed for all 4 structures. 1 hazards requiring attention identified. Notable improvement in emergency signage since last assessment.,1,1,COMPLETED
22143,3183,7025,2025-03-20,H1_2025,63,Routine H1/H2 assessment for Brightwater School conducted on the assessment date. Building condition assessments reviewed for all 11 structures. 4 hazards requiring attention identified. Notable improvement in car park markings since last assessment.,4,1,REVIEWED
22144,3184,7026,2020-03-25,H1_2020,19,Risk assessment findings: Broadgreen Intermediate presents low risk environment. Critical items include cluttered storage room blocking access. Moderate items include cracked window pane in classroom. 0 actions assigned with 2 marked as critical priority.,0,0,COMPLETED
22145,3184,7026,2020-09-10,H2_2020,28,Site inspection revealed generally satisfactory conditions with 0 hazards identified. Main concerns relate to traffic management. Overall risk posture is low. Recommend follow-up on contractor oversight within the next term.,0,0,COMPLETED
22146,3184,7027,2021-03-12,H1_2021,61,Routine H1/H2 assessment for Broadgreen Intermediate conducted on the assessment date. Building condition assessments reviewed for all 8 structures. 3 hazards requiring attention identified. Notable improvement in car park markings since last assessment.,3,3,COMPLETED
22147,3184,7027,2021-09-04,H2_2021,59,Routine H1/H2 assessment for Broadgreen Intermediate conducted on the assessment date. Building condition assessments reviewed for all 8 structures. 3 hazards requiring attention identified. Notable improvement in first aid supplies since last assessment.,3,2,COMPLETED
22148,3184,7028,2022-03-03,H1_2022,26,Site inspection revealed generally satisfactory conditions with 2 hazards identified. Main concerns relate to aging infrastructure. Overall risk posture is low. Recommend follow-up on asbestos-containing materials within 30 days.,2,2,COMPLETED
22149,3184,7028,2022-09-06,H2_2022,71,Routine H1/H2 assessment for Broadgreen Intermediate conducted on the assessment date. Building condition assessments reviewed for all 10 structures. 3 hazards requiring attention identified. Notable improvement in stairwell lighting since last assessment.,3,2,COMPLETED
22150,3184,7028,2023-03-18,H1_2023,48,Risk assessment findings: Broadgreen Intermediate presents medium risk environment. Critical items include blocked emergency exit in hall. Moderate items include cracked window pane in classroom. 1 actions assigned with 0 marked as critical priority.,2,1,COMPLETED
22151,3184,7026,2023-09-14,H2_2023,76,Site inspection revealed generally satisfactory conditions with 2 hazards identified. Main concerns relate to electrical systems. Overall risk posture is high. Recommend follow-up on aging infrastructure within 14 days.,2,2,COMPLETED
22152,3184,7027,2024-03-12,H1_2024,54,Assessment of Broadgreen Intermediate identified medium overall risk level. Primary concerns are slip hazards during winter particularly affecting administration building. Emergency procedures were reviewed and found to be satisfactory. 1 actions created.,0,1,COMPLETED
22153,3184,7026,2024-09-09,H2_2024,77,Routine H1/H2 assessment for Broadgreen Intermediate conducted on the assessment date. Building condition assessments reviewed for all 8 structures. 1 hazards requiring attention identified. Notable improvement in car park markings since last assessment.,1,1,COMPLETED
22154,3184,7026,2025-03-10,H1_2025,66,Risk assessment findings: Broadgreen Intermediate presents high risk environment. Critical items include uneven surface on playground. Moderate items include bird nesting in roof cavity. 3 actions assigned with 1 marked as critical priority.,2,3,REVIEWED
22155,3185,7031,2020-03-25,H1_2020,57,Site inspection revealed generally satisfactory conditions with 1 hazards identified. Main concerns relate to playground equipment wear. Overall risk posture is medium. Recommend follow-up on tree management within 60 days.,1,0,COMPLETED
22156,3185,7031,2020-09-05,H2_2020,44,Comprehensive risk assessment completed for Brooklyn School (Motueka). 4 new hazards identified and 1 existing hazards reviewed. Key findings include: blocked emergency exit in hall; blocked emergency exit in hall. 2 corrective actions have been raised.,4,2,COMPLETED
22157,3185,7031,2021-03-02,H1_2021,75,Assessment of Brooklyn School (Motueka) identified high overall risk level. Primary concerns are roof condition particularly affecting the sports facilities. Emergency procedures were reviewed and found to be adequate. 1 actions created.,1,1,COMPLETED
22158,3185,7031,2021-09-14,H2_2021,40,Risk assessment findings: Brooklyn School (Motueka) presents medium risk environment. Critical items include loose railing on Block A stairwell. Moderate items include damaged fencing along south boundary. 0 actions assigned with 1 marked as critical priority.,0,0,COMPLETED
22159,3185,7029,2022-03-25,H1_2022,17,Comprehensive risk assessment completed for Brooklyn School (Motueka). 4 new hazards identified and 2 existing hazards reviewed. Key findings include: inadequate lighting in car park; inadequate lighting in car park. 4 corrective actions have been raised.,4,4,COMPLETED
22160,3185,7029,2022-09-20,H2_2022,87,Routine H1/H2 assessment for Brooklyn School (Motueka) conducted on the assessment date. Building condition assessments reviewed for all 9 structures. 1 hazards requiring attention identified. Notable improvement in stairwell lighting since last assessment.,1,0,COMPLETED
22161,3185,7030,2023-03-13,H1_2023,25,Routine H1/H2 assessment for Brooklyn School (Motueka) conducted on the assessment date. Building condition assessments reviewed for all 9 structures. 3 hazards requiring attention identified. Notable improvement in chemical storage since last assessment.,3,4,COMPLETED
22162,3185,7031,2023-09-21,H2_2023,16,Assessment of Brooklyn School (Motueka) identified low overall risk level. Primary concerns are aging infrastructure particularly affecting administration building. Emergency procedures were reviewed and found to be adequate. 0 actions created.,4,0,COMPLETED
22163,3185,7031,2024-03-06,H1_2024,29,Risk assessment findings: Brooklyn School (Motueka) presents low risk environment. Critical items include missing fire extinguisher sign. Moderate items include cracked window pane in classroom. 5 actions assigned with 1 marked as critical priority.,4,5,COMPLETED
22164,3185,7030,2024-09-14,H2_2024,86,Comprehensive risk assessment completed for Brooklyn School (Motueka). 3 new hazards identified and 6 existing hazards reviewed. Key findings include: cluttered storage room blocking access; damaged fencing along south boundary. 3 corrective actions have been raised.,3,3,COMPLETED
22165,3185,7029,2025-03-05,H1_2025,15,Assessment of Brooklyn School (Motueka) identified low overall risk level. Primary concerns are contractor oversight particularly affecting the main block. Emergency procedures were reviewed and found to be adequate. 2 actions created.,3,2,COMPLETED
22166,3186,7034,2020-03-21,H1_2020,54,Routine H1/H2 assessment for Canvastown School conducted on the assessment date. Building condition assessments reviewed for all 3 structures. 4 hazards requiring attention identified. Notable improvement in playground area maintenance since last assessment.,4,2,COMPLETED
22167,3186,7032,2020-09-10,H2_2020,88,Assessment of Canvastown School identified critical overall risk level. Primary concerns are slip hazards during winter particularly affecting administration building. Emergency procedures were reviewed and found to be requiring update. 0 actions created.,0,0,COMPLETED
22168,3186,7034,2021-03-01,H1_2021,62,Site inspection revealed generally satisfactory conditions with 1 hazards identified. Main concerns relate to asbestos-containing materials. Overall risk posture is high. Recommend follow-up on tree management within 60 days.,1,1,COMPLETED
22169,3186,7035,2021-09-15,H2_2021,82,Site inspection revealed generally satisfactory conditions with 2 hazards identified. Main concerns relate to electrical systems. Overall risk posture is critical. Recommend follow-up on slip hazards during winter within 60 days.,2,1,COMPLETED
22170,3186,7034,2022-03-18,H1_2022,64,Routine H1/H2 assessment for Canvastown School conducted on the assessment date. Building condition assessments reviewed for all 8 structures. 2 hazards requiring attention identified. Notable improvement in car park markings since last assessment.,2,2,COMPLETED
22171,3186,7034,2022-09-19,H2_2022,47,Comprehensive risk assessment completed for Canvastown School. 4 new hazards identified and 1 existing hazards reviewed. Key findings include: blocked emergency exit in hall; standing water near entrance pathway. 2 corrective actions have been raised.,4,2,COMPLETED
22172,3186,7034,2023-03-03,H1_2023,30,Risk assessment findings: Canvastown School presents medium risk environment. Critical items include missing fire extinguisher sign. Moderate items include damaged fencing along south boundary. 1 actions assigned with 2 marked as critical priority.,4,1,COMPLETED
22173,3186,7034,2023-09-05,H2_2023,13,Risk assessment findings: Canvastown School presents low risk environment. Critical items include tree branch overhanging walkway. Moderate items include tree branch overhanging walkway. 2 actions assigned with 0 marked as critical priority.,3,2,COMPLETED
22174,3186,7035,2024-03-23,H1_2024,73,Assessment of Canvastown School identified high overall risk level. Primary concerns are playground equipment wear particularly affecting outdoor areas. Emergency procedures were reviewed and found to be adequate. 0 actions created.,1,0,COMPLETED
22175,3186,7033,2024-09-08,H2_2024,24,Routine H1/H2 assessment for Canvastown School conducted on the assessment date. Building condition assessments reviewed for all 11 structures. 0 hazards requiring attention identified. Notable improvement in playground area maintenance since last assessment.,0,0,COMPLETED
22176,3186,7034,2025-03-24,H1_2025,48,Risk assessment findings: Canvastown School presents medium risk environment. Critical items include bird nesting in roof cavity. Moderate items include peeling paint near food prep area. 3 actions assigned with 1 marked as critical priority.,4,3,REVIEWED
22177,3187,7038,2020-03-13,H1_2020,79,Assessment of Clifton Terrace School identified high overall risk level. Primary concerns are asbestos-containing materials particularly affecting administration building. Emergency procedures were reviewed and found to be requiring update. 0 actions created.,1,0,COMPLETED
22178,3187,7036,2020-09-05,H2_2020,11,Site inspection revealed generally satisfactory conditions with 4 hazards identified. Main concerns relate to traffic management. Overall risk posture is low. Recommend follow-up on traffic management within 14 days.,4,2,COMPLETED
22179,3187,7039,2021-03-04,H1_2021,26,Risk assessment findings: Clifton Terrace School presents low risk environment. Critical items include standing water near entrance pathway. Moderate items include trip hazard from raised concrete. 1 actions assigned with 0 marked as critical priority.,0,1,COMPLETED
22180,3187,7038,2021-09-01,H2_2021,21,Assessment of Clifton Terrace School identified low overall risk level. Primary concerns are chemical storage particularly affecting the sports facilities. Emergency procedures were reviewed and found to be satisfactory. 2 actions created.,3,2,COMPLETED
22181,3187,7038,2022-03-03,H1_2022,57,Comprehensive risk assessment completed for Clifton Terrace School. 0 new hazards identified and 3 existing hazards reviewed. Key findings include: loose railing on Block A stairwell; blocked emergency exit in hall. 0 corrective actions have been raised.,0,0,COMPLETED
22182,3187,7038,2022-09-19,H2_2022,57,Risk assessment findings: Clifton Terrace School presents medium risk environment. Critical items include damaged fencing along south boundary. Moderate items include cluttered storage room blocking access. 2 actions assigned with 1 marked as critical priority.,4,2,COMPLETED
22183,3187,7036,2023-03-07,H1_2023,11,Comprehensive risk assessment completed for Clifton Terrace School. 2 new hazards identified and 4 existing hazards reviewed. Key findings include: mould visible on ceiling tiles; mould visible on ceiling tiles. 3 corrective actions have been raised.,2,3,COMPLETED
22184,3187,7038,2023-09-11,H2_2023,48,Comprehensive risk assessment completed for Clifton Terrace School. 2 new hazards identified and 4 existing hazards reviewed. Key findings include: mould visible on ceiling tiles; inadequate lighting in car park. 2 corrective actions have been raised.,2,2,COMPLETED
22185,3187,7036,2024-03-24,H1_2024,76,Assessment of Clifton Terrace School identified high overall risk level. Primary concerns are electrical systems particularly affecting the main block. Emergency procedures were reviewed and found to be requiring update. 2 actions created.,4,2,COMPLETED
22186,3187,7037,2024-09-17,H2_2024,33,Routine H1/H2 assessment for Clifton Terrace School conducted on the assessment date. Building condition assessments reviewed for all 8 structures. 4 hazards requiring attention identified. Notable improvement in playground area maintenance since last assessment.,4,3,COMPLETED
22187,3187,7038,2025-03-01,H1_2025,71,Assessment of Clifton Terrace School identified high overall risk level. Primary concerns are aging infrastructure particularly affecting the sports facilities. Emergency procedures were reviewed and found to be requiring update. 1 actions created.,2,1,REVIEWED
22188,3188,7042,2020-03-07,H1_2020,73,Site inspection revealed generally satisfactory conditions with 3 hazards identified. Main concerns relate to slip hazards during winter. Overall risk posture is high. Recommend follow-up on electrical systems within the next term.,3,4,COMPLETED
22189,3188,7042,2020-09-24,H2_2020,20,Site inspection revealed generally satisfactory conditions with 2 hazards identified. Main concerns relate to contractor oversight. Overall risk posture is low. Recommend follow-up on playground equipment wear within 30 days.,2,1,COMPLETED
22190,3188,7041,2021-03-23,H1_2021,44,Assessment of Dovedale School identified medium overall risk level. Primary concerns are asbestos-containing materials particularly affecting administration building. Emergency procedures were reviewed and found to be requiring update. 4 actions created.,4,4,COMPLETED
22191,3188,7040,2021-09-26,H2_2021,38,Routine H1/H2 assessment for Dovedale School conducted on the assessment date. Building condition assessments reviewed for all 4 structures. 1 hazards requiring attention identified. Notable improvement in car park markings since last assessment.,1,1,COMPLETED
22192,3188,7042,2022-03-23,H1_2022,28,Assessment of Dovedale School identified low overall risk level. Primary concerns are aging infrastructure particularly affecting outdoor areas. Emergency procedures were reviewed and found to be requiring update. 0 actions created.,3,0,COMPLETED
22193,3188,7041,2022-09-23,H2_2022,57,Risk assessment findings: Dovedale School presents medium risk environment. Critical items include tree branch overhanging walkway. Moderate items include mould visible on ceiling tiles. 0 actions assigned with 1 marked as critical priority.,2,0,COMPLETED
22194,3188,7041,2023-03-21,H1_2023,54,Site inspection revealed generally satisfactory conditions with 4 hazards identified. Main concerns relate to aging infrastructure. Overall risk posture is medium. Recommend follow-up on electrical systems within 60 days.,4,0,COMPLETED
22195,3188,7042,2023-09-07,H2_2023,35,Risk assessment findings: Dovedale School presents medium risk environment. Critical items include uneven surface on playground. Moderate items include inadequate lighting in car park. 0 actions assigned with 1 marked as critical priority.,2,0,COMPLETED
22196,3188,7040,2024-03-19,H1_2024,47,Routine H1/H2 assessment for Dovedale School conducted on the assessment date. Building condition assessments reviewed for all 8 structures. 3 hazards requiring attention identified. Notable improvement in emergency signage since last assessment.,3,3,COMPLETED
22197,3188,7041,2024-09-10,H2_2024,54,Routine H1/H2 assessment for Dovedale School conducted on the assessment date. Building condition assessments reviewed for all 9 structures. 1 hazards requiring attention identified. Notable improvement in stairwell lighting since last assessment.,1,0,COMPLETED
22198,3188,7042,2025-03-11,H1_2025,54,Assessment of Dovedale School identified medium overall risk level. Primary concerns are asbestos-containing materials particularly affecting the main block. Emergency procedures were reviewed and found to be satisfactory. 1 actions created.,2,1,COMPLETED
22199,3189,7045,2020-03-10,H1_2020,70,Assessment of Enner Glynn School identified high overall risk level. Primary concerns are traffic management particularly affecting outdoor areas. Emergency procedures were reviewed and found to be adequate. 0 actions created.,0,0,COMPLETED
22200,3189,7045,2020-09-20,H2_2020,52,Risk assessment findings: Enner Glynn School presents medium risk environment. Critical items include tree branch overhanging walkway. Moderate items include cluttered storage room blocking access. 3 actions assigned with 2 marked as critical priority.,2,3,COMPLETED
22201,3189,7043,2021-03-22,H1_2021,25,Comprehensive risk assessment completed for Enner Glynn School. 0 new hazards identified and 3 existing hazards reviewed. Key findings include: bird nesting in roof cavity; worn anti-slip tape on steps. 1 corrective actions have been raised.,0,1,COMPLETED
22202,3189,7045,2021-09-15,H2_2021,21,Site inspection revealed generally satisfactory conditions with 4 hazards identified. Main concerns relate to aging infrastructure. Overall risk posture is low. Recommend follow-up on slip hazards during winter within 14 days.,4,0,COMPLETED
22203,3189,7046,2022-03-19,H1_2022,50,Risk assessment findings: Enner Glynn School presents medium risk environment. Critical items include blocked emergency exit in hall. Moderate items include inadequate lighting in car park. 1 actions assigned with 1 marked as critical priority.,0,1,COMPLETED
22204,3189,7043,2022-09-08,H2_2022,63,Comprehensive risk assessment completed for Enner Glynn School. 3 new hazards identified and 7 existing hazards reviewed. Key findings include: uneven surface on playground; mould visible on ceiling tiles. 4 corrective actions have been raised.,3,4,COMPLETED
22205,3189,7043,2023-03-15,H1_2023,11,Site inspection revealed generally satisfactory conditions with 1 hazards identified. Main concerns relate to roof condition. Overall risk posture is low. Recommend follow-up on roof condition within 14 days.,1,0,COMPLETED
22206,3189,7046,2023-09-02,H2_2023,85,Comprehensive risk assessment completed for Enner Glynn School. 2 new hazards identified and 5 existing hazards reviewed. Key findings include: standing water near entrance pathway; peeling paint near food prep area. 0 corrective actions have been raised.,2,0,COMPLETED
22207,3189,7043,2024-03-17,H1_2024,87,Comprehensive risk assessment completed for Enner Glynn School. 3 new hazards identified and 6 existing hazards reviewed. Key findings include: mould visible on ceiling tiles; peeling paint near food prep area. 4 corrective actions have been raised.,3,4,COMPLETED
22208,3189,7043,2024-09-04,H2_2024,67,Comprehensive risk assessment completed for Enner Glynn School. 0 new hazards identified and 1 existing hazards reviewed. Key findings include: cracked window pane in classroom; missing fire extinguisher sign. 0 corrective actions have been raised.,0,0,COMPLETED
22209,3189,7046,2025-03-20,H1_2025,16,Site inspection revealed generally satisfactory conditions with 3 hazards identified. Main concerns relate to traffic management. Overall risk posture is low. Recommend follow-up on contractor oversight within 60 days.,3,4,COMPLETED
22210,3192,7048,2020-03-13,H1_2020,29,Comprehensive risk assessment completed for Granity School. 3 new hazards identified and 7 existing hazards reviewed. Key findings include: uneven surface on playground; damaged fencing along south boundary. 4 corrective actions have been raised.,3,4,COMPLETED
22211,3192,7050,2020-09-06,H2_2020,45,Routine H1/H2 assessment for Granity School conducted on the assessment date. Building condition assessments reviewed for all 8 structures. 2 hazards requiring attention identified. Notable improvement in stairwell lighting since last assessment.,2,0,COMPLETED
22212,3192,7048,2021-03-27,H1_2021,11,Risk assessment findings: Granity School presents low risk environment. Critical items include bird nesting in roof cavity. Moderate items include blocked emergency exit in hall. 2 actions assigned with 1 marked as critical priority.,2,2,COMPLETED
22213,3192,7047,2021-09-03,H2_2021,62,Risk assessment findings: Granity School presents high risk environment. Critical items include trip hazard from raised concrete. Moderate items include uneven surface on playground. 2 actions assigned with 2 marked as critical priority.,3,2,COMPLETED
22214,3192,7049,2022-03-04,H1_2022,89,Routine H1/H2 assessment for Granity School conducted on the assessment date. Building condition assessments reviewed for all 9 structures. 2 hazards requiring attention identified. Notable improvement in car park markings since last assessment.,2,2,COMPLETED
22215,3192,7048,2022-09-03,H2_2022,36,Risk assessment findings: Granity School presents medium risk environment. Critical items include worn anti-slip tape on steps. Moderate items include bird nesting in roof cavity. 0 actions assigned with 2 marked as critical priority.,0,0,COMPLETED
