inspection_id,site_id,conducted_by_person_id,contractor_id,inspection_date,inspection_type,field_notes,compliance_rating,num_hazards_identified,num_actions_created,status
22503,3339,7344,,2020-07-18,ROUTINE,Complaint response visit to Ferndale Te Ahu regarding overgrown trees blocking light. On inspection found cluttered storage room blocking access. tree branch overhanging walkway. Spoke with the H&S rep who was concerned about the situation. Actions: temporary fix applied. Follow-up required: no.,MAJOR_NON_COMPLIANCE,1,0,COMPLETED
22504,3339,7342,,2020-07-02,ROUTINE,Complaint response visit to Ferndale Te Ahu regarding strange smell in classroom. On inspection found damaged fencing along south boundary. bird nesting in roof cavity. Spoke with the H&S rep who was already arranging repair. Actions: contractor engaged. Follow-up required: yes - after repair completed.,COMPLIANT,1,0,COMPLETED
22505,3339,7344,,2020-03-16,ROUTINE,Post-incident inspection at Ferndale Te Ahu. Area where incident occurred has been cordoned off. loose railing on Block A stairwell. Interviewed the H&S rep who confirmed the timeline of events. Root cause appears to be inadequate training. Immediate controls: temporary repair applied. Further investigation: yes - WorkSafe notification pending.,COMPLIANT,2,1,COMPLETED
22506,3339,7341,,2021-08-12,ROUTINE,Routine site walkthrough at Ferndale Te Ahu. Checked emergency exits - signage missing on one. Fire extinguishers - two expired. First aid kits - fully stocked. Signage - faded in places. General housekeeping - excellent. 1 new hazards logged.,MINOR_NON_COMPLIANCE,2,1,COMPLETED
22507,3339,7343,,2022-03-05,POST_INCIDENT,Complaint response visit to Ferndale Te Ahu regarding overgrown trees blocking light. On inspection found trip hazard from raised concrete. standing water near entrance pathway. Spoke with the caretaker who was concerned about the situation. Actions: repair ordered. Follow-up required: yes - next routine visit.,MAJOR_NON_COMPLIANCE,1,0,COMPLETED
22508,3339,7341,,2022-04-12,ROUTINE,Arrived at Ferndale Te Ahu at 10:00. Met with the principal who reported a recent near-miss in the workshop. Walked the site starting from the playground. Observed damaged fencing along south boundary. Noted trip hazard from raised concrete. the library appears showing signs of wear. Recommend scheduling maintenance within 30 days. Photos taken for record.,MAJOR_NON_COMPLIANCE,3,2,COMPLETED
22509,3339,7342,,2023-05-07,ROUTINE,Contractor audit: the contractor on site performing electrical maintenance. Checked: PPE compliance - compliant with minor exceptions; site induction records - current; work method statements - not available. Overall: compliant. Issues noted: PPE not consistently worn.,COMPLIANT,2,2,COMPLETED
22510,3339,7343,,2023-02-27,ROUTINE,Complaint response visit to Ferndale Te Ahu regarding noise from construction work. On inspection found uneven surface on playground. uneven surface on playground. Spoke with the site manager who was unaware until now. Actions: temporary fix applied. Follow-up required: yes - in 14 days.,COMPLIANT,3,1,COMPLETED
22511,3339,7344,,2023-10-09,ROUTINE,Post-incident inspection at Ferndale Te Ahu. Area where incident occurred has been unchanged. inadequate lighting in car park. Interviewed the caretaker who confirmed that protocols were followed. Root cause appears to be inadequate training. Immediate controls: temporary repair applied. Further investigation: no - matter resolved.,COMPLIANT,1,1,COMPLETED
22512,3339,7342,,2024-04-12,ROUTINE,Post-incident inspection at Ferndale Te Ahu. Area where incident occurred has been cleaned up. tree branch overhanging walkway. Interviewed the caretaker who confirmed the timeline of events. Root cause appears to be lack of maintenance. Immediate controls: equipment isolated. Further investigation: no - matter resolved.,MINOR_NON_COMPLIANCE,0,0,COMPLETED
22513,3339,7342,,2024-07-09,ROUTINE,Contractor audit: the contractor on site performing electrical maintenance. Checked: PPE compliance - non-compliant - worker on ladder without harness; site induction records - expired - updated on site; work method statements - not available. Overall: compliant. Issues noted: PPE not consistently worn.,MINOR_NON_COMPLIANCE,3,3,COMPLETED
22514,3339,7342,102.0,2024-10-13,CONTRACTOR_AUDIT,Post-incident inspection at Ferndale Te Ahu. Area where incident occurred has been cordoned off. uneven surface on playground. Interviewed the caretaker who confirmed awareness of the hazard. Root cause appears to be environmental conditions. Immediate controls: warning signs placed. Further investigation: yes - WorkSafe notification pending.,COMPLIANT,0,0,COMPLETED
22515,3339,7343,,2025-07-22,POST_INCIDENT,Post-incident inspection at Ferndale Te Ahu. Area where incident occurred has been unchanged. loose railing on Block A stairwell. Interviewed the H&S rep who confirmed awareness of the hazard. Root cause appears to be environmental conditions. Immediate controls: equipment isolated. Further investigation: no - matter resolved.,COMPLIANT,3,3,COMPLETED
22516,3340,7347,,2020-11-15,POST_INCIDENT,Contractor audit: the contractor on site performing HVAC servicing. Checked: PPE compliance - fully compliant; site induction records - expired - updated on site; work method statements - not available. Overall: compliant. Issues noted: none noted.,COMPLIANT,3,1,COMPLETED
22517,3340,7348,,2021-11-09,POST_INCIDENT,Post-incident inspection at Fernside School. Area where incident occurred has been unchanged. tree branch overhanging walkway. Interviewed the principal who confirmed that the issue has been ongoing. Root cause appears to be worn equipment. Immediate controls: area barricaded. Further investigation: yes - WorkSafe notification pending.,COMPLIANT,2,2,COMPLETED
22518,3340,7348,105.0,2021-10-03,CONTRACTOR_AUDIT,Post-incident inspection at Fernside School. Area where incident occurred has been unchanged. trip hazard from raised concrete. Interviewed the site manager who confirmed that protocols were followed. Root cause appears to be lack of maintenance. Immediate controls: area barricaded. Further investigation: yes - engineering assessment required.,MINOR_NON_COMPLIANCE,0,0,COMPLETED
22519,3340,7347,,2022-09-20,ROUTINE,Post-incident inspection at Fernside School. Area where incident occurred has been under repair. peeling paint near food prep area. Interviewed the H&S rep who confirmed the timeline of events. Root cause appears to be environmental conditions. Immediate controls: area barricaded. Further investigation: no - matter resolved.,COMPLIANT,3,2,COMPLETED
22520,3340,7346,,2022-09-18,ROUTINE,Contractor audit: the contractor on site performing plumbing work. Checked: PPE compliance - non-compliant - worker on ladder without harness; site induction records - current; work method statements - comprehensive. Overall: minor non-compliance. Issues noted: SWMS not signed.,MINOR_NON_COMPLIANCE,3,2,COMPLETED
22521,3340,7346,30.0,2023-09-08,CONTRACTOR_AUDIT,Post-incident inspection at Fernside School. Area where incident occurred has been under repair. bird nesting in roof cavity. Interviewed the caretaker who confirmed the timeline of events. Root cause appears to be worn equipment. Immediate controls: equipment isolated. Further investigation: yes - await contractor quote.,MINOR_NON_COMPLIANCE,0,0,COMPLETED
22522,3340,7348,,2023-07-13,ROUTINE,Complaint response visit to Fernside School regarding slippery pathway. On inspection found mould visible on ceiling tiles. cluttered storage room blocking access. Spoke with the caretaker who was aware of the issue. Actions: repair ordered. Follow-up required: yes - next routine visit.,COMPLIANT,3,0,COMPLETED
22523,3340,7346,,2024-06-04,POST_INCIDENT,Post-incident inspection at Fernside School. Area where incident occurred has been under repair. tree branch overhanging walkway. Interviewed the caretaker who confirmed the timeline of events. Root cause appears to be environmental conditions. Immediate controls: warning signs placed. Further investigation: yes - await contractor quote.,COMPLIANT,2,1,COMPLETED
22524,3340,7345,,2024-09-05,ROUTINE,Post-incident inspection at Fernside School. Area where incident occurred has been unchanged. standing water near entrance pathway. Interviewed the caretaker who confirmed that protocols were followed. Root cause appears to be environmental conditions. Immediate controls: warning signs placed. Further investigation: no - matter resolved.,MINOR_NON_COMPLIANCE,2,2,COMPLETED
22525,3340,7348,,2024-05-17,ROUTINE,Post-incident inspection at Fernside School. Area where incident occurred has been under repair. trip hazard from raised concrete. Interviewed the principal who confirmed that protocols were followed. Root cause appears to be environmental conditions. Immediate controls: warning signs placed. Further investigation: yes - engineering assessment required.,CRITICAL,3,2,COMPLETED
22526,3340,7345,30.0,2025-06-14,CONTRACTOR_AUDIT,Routine site walkthrough at Fernside School. Checked emergency exits - signage missing on one. Fire extinguishers - two expired. First aid kits - fully stocked. Signage - faded in places. General housekeeping - good. 1 new hazards logged.,MAJOR_NON_COMPLIANCE,3,3,COMPLETED
22527,3342,7352,,2020-08-21,ROUTINE,Post-incident inspection at Fox Glacier School. Area where incident occurred has been cleaned up. missing fire extinguisher sign. Interviewed the principal who confirmed that protocols were followed. Root cause appears to be environmental conditions. Immediate controls: area barricaded. Further investigation: no - matter resolved.,COMPLIANT,2,1,COMPLETED
22528,3342,7352,73.0,2020-09-08,CONTRACTOR_AUDIT,Post-incident inspection at Fox Glacier School. Area where incident occurred has been unchanged. tree branch overhanging walkway. Interviewed the site manager who confirmed awareness of the hazard. Root cause appears to be lack of maintenance. Immediate controls: equipment isolated. Further investigation: no - matter resolved.,MAJOR_NON_COMPLIANCE,0,0,COMPLETED
22529,3342,7349,,2021-08-01,ROUTINE,Arrived at Fox Glacier School at 10:15. Met with the principal who reported a concern about the car park. Walked the site starting from the car park. Observed standing water near entrance pathway. Noted inadequate lighting in car park. the library appears showing signs of wear. Recommend scheduling maintenance within 30 days. Photos taken for record.,COMPLIANT,1,1,COMPLETED
22530,3342,7349,,2021-02-10,ROUTINE,Post-incident inspection at Fox Glacier School. Area where incident occurred has been unchanged. trip hazard from raised concrete. Interviewed the site manager who confirmed that the issue has been ongoing. Root cause appears to be inadequate training. Immediate controls: area barricaded. Further investigation: yes - engineering assessment required.,COMPLIANT,0,0,COMPLETED
22531,3342,7352,,2022-03-22,POST_INCIDENT,Complaint response visit to Fox Glacier School regarding unsafe traffic conditions at drop-off. On inspection found cluttered storage room blocking access. worn anti-slip tape on steps. Spoke with the principal who was concerned about the situation. Actions: repair ordered. Follow-up required: no.,MAJOR_NON_COMPLIANCE,0,0,COMPLETED
22532,3342,7350,,2022-10-03,ROUTINE,Contractor audit: the contractor on site performing roof repairs. Checked: PPE compliance - non-compliant - worker on ladder without harness; site induction records - current; work method statements - generic - not site-specific. Overall: compliant. Issues noted: none noted.,COMPLIANT,2,0,COMPLETED
22533,3342,7349,,2022-09-27,ROUTINE,Contractor audit: the contractor on site performing roof repairs. Checked: PPE compliance - compliant with minor exceptions; site induction records - current; work method statements - provided and adequate. Overall: major non-compliance. Issues noted: SWMS not signed.,MAJOR_NON_COMPLIANCE,3,0,COMPLETED
22534,3342,7351,12.0,2023-08-25,CONTRACTOR_AUDIT,Post-incident inspection at Fox Glacier School. Area where incident occurred has been cleaned up. blocked emergency exit in hall. Interviewed the site manager who confirmed the timeline of events. Root cause appears to be inadequate training. Immediate controls: area barricaded. Further investigation: yes - WorkSafe notification pending.,MAJOR_NON_COMPLIANCE,3,0,COMPLETED
22535,3342,7349,,2023-04-13,ROUTINE,Routine site walkthrough at Fox Glacier School. Checked emergency exits - clear. Fire extinguishers - all in date. First aid kits - low on supplies. Signage - good. General housekeeping - poor in storage areas. 1 new hazards logged.,COMPLIANT,1,0,COMPLETED
22536,3342,7352,98.0,2024-05-07,CONTRACTOR_AUDIT,Arrived at Fox Glacier School at 10:15. Met with the H&S rep who reported no issues since last visit. Walked the site starting from the car park. Observed missing fire extinguisher sign. Noted damaged fencing along south boundary. the library appears showing signs of wear. Recommend review at next assessment. Photos taken for record.,COMPLIANT,1,0,COMPLETED
22537,3342,7349,12.0,2024-03-11,CONTRACTOR_AUDIT,Post-incident inspection at Fox Glacier School. Area where incident occurred has been cordoned off. worn anti-slip tape on steps. Interviewed the principal who confirmed awareness of the hazard. Root cause appears to be inadequate training. Immediate controls: area barricaded. Further investigation: no - matter resolved.,MINOR_NON_COMPLIANCE,0,0,COMPLETED
22538,3342,7350,,2024-04-15,ROUTINE,Arrived at Fox Glacier School at 8:45. Met with the H&S rep who reported ongoing roof leak in Block B. Walked the site starting from the main entrance. Observed cracked window pane in classroom. Noted mould visible on ceiling tiles. the library appears showing signs of wear. Recommend scheduling maintenance within 30 days. Photos taken for record.,COMPLIANT,1,0,COMPLETED
22539,3343,7353,,2020-07-26,ROUTINE,Arrived at Franz Josef Glacier School at 8:45. Met with the principal who reported a concern about the car park. Walked the site starting from the car park. Observed damaged fencing along south boundary. Noted mould visible on ceiling tiles. the library appears in good condition. Recommend immediate action on high-risk items. Photos taken for record.,CRITICAL,2,0,COMPLETED
22540,3343,7356,,2020-07-09,POST_INCIDENT,Post-incident inspection at Franz Josef Glacier School. Area where incident occurred has been under repair. peeling paint near food prep area. Interviewed the H&S rep who confirmed the timeline of events. Root cause appears to be lack of maintenance. Immediate controls: temporary repair applied. Further investigation: no - matter resolved.,MINOR_NON_COMPLIANCE,3,0,COMPLETED
22541,3343,7356,,2020-10-04,POST_INCIDENT,Post-incident inspection at Franz Josef Glacier School. Area where incident occurred has been unchanged. blocked emergency exit in hall. Interviewed the site manager who confirmed the timeline of events. Root cause appears to be environmental conditions. Immediate controls: area barricaded. Further investigation: yes - await contractor quote.,COMPLIANT,1,1,COMPLETED
22542,3343,7353,,2021-06-24,ROUTINE,Complaint response visit to Franz Josef Glacier School regarding slippery pathway. On inspection found blocked emergency exit in hall. cracked window pane in classroom. Spoke with the caretaker who was aware of the issue. Actions: area isolated. Follow-up required: yes - next routine visit.,COMPLIANT,3,0,COMPLETED
22543,3343,7354,,2021-10-03,ROUTINE,Routine site walkthrough at Franz Josef Glacier School. Checked emergency exits - signage missing on one. Fire extinguishers - all current. First aid kits - low on supplies. Signage - good. General housekeeping - poor in storage areas. 0 new hazards logged.,MAJOR_NON_COMPLIANCE,3,3,COMPLETED
22544,3343,7356,96.0,2022-09-24,CONTRACTOR_AUDIT,Complaint response visit to Franz Josef Glacier School regarding broken playground equipment. On inspection found tree branch overhanging walkway. standing water near entrance pathway. Spoke with the H&S rep who was concerned about the situation. Actions: temporary fix applied. Follow-up required: yes - in 14 days.,MINOR_NON_COMPLIANCE,1,0,COMPLETED
22545,3343,7354,122.0,2022-07-26,CONTRACTOR_AUDIT,Complaint response visit to Franz Josef Glacier School regarding noise from construction work. On inspection found blocked emergency exit in hall. tree branch overhanging walkway. Spoke with the site manager who was aware of the issue. Actions: area isolated. Follow-up required: no.,COMPLIANT,3,1,COMPLETED
22546,3343,7354,,2023-08-09,ROUTINE,Routine site walkthrough at Franz Josef Glacier School. Checked emergency exits - all clear. Fire extinguishers - all current. First aid kits - low on supplies. Signage - adequate. General housekeeping - poor in storage areas. 1 new hazards logged.,COMPLIANT,1,0,COMPLETED
22547,3343,7356,,2023-02-09,ROUTINE,Complaint response visit to Franz Josef Glacier School regarding strange smell in classroom. On inspection found worn anti-slip tape on steps. peeling paint near food prep area. Spoke with the principal who was aware of the issue. Actions: contractor engaged. Follow-up required: yes - in 14 days.,COMPLIANT,3,0,COMPLETED
22548,3343,7355,,2024-07-24,COMPLAINT_RESPONSE,Routine site walkthrough at Franz Josef Glacier School. Checked emergency exits - signage missing on one. Fire extinguishers - one missing from hall. First aid kits - fully stocked. Signage - adequate. General housekeeping - poor in storage areas. 1 new hazards logged.,COMPLIANT,3,1,COMPLETED
22549,3343,7355,,2024-02-12,ROUTINE,Complaint response visit to Franz Josef Glacier School regarding noise from construction work. On inspection found damaged fencing along south boundary. missing fire extinguisher sign. Spoke with the caretaker who was unaware until now. Actions: area isolated. Follow-up required: yes - in 14 days.,MAJOR_NON_COMPLIANCE,3,2,COMPLETED
22550,3346,7358,,2020-10-12,POST_INCIDENT,Complaint response visit to Gilberthorpe School regarding slippery pathway. On inspection found peeling paint near food prep area. blocked emergency exit in hall. Spoke with the site manager who was unaware until now. Actions: repair ordered. Follow-up required: yes - after repair completed.,COMPLIANT,0,0,COMPLETED
22551,3346,7358,,2020-04-03,ROUTINE,Routine site walkthrough at Gilberthorpe School. Checked emergency exits - signage missing on one. Fire extinguishers - one missing from hall. First aid kits - needs restocking. Signage - faded in places. General housekeeping - poor in storage areas. 4 new hazards logged.,COMPLIANT,1,0,COMPLETED
22552,3346,7358,44.0,2021-08-25,CONTRACTOR_AUDIT,Complaint response visit to Gilberthorpe School regarding strange smell in classroom. On inspection found bird nesting in roof cavity. cracked window pane in classroom. Spoke with the H&S rep who was already arranging repair. Actions: temporary fix applied. Follow-up required: no.,COMPLIANT,3,2,COMPLETED
22553,3346,7359,,2021-04-11,ROUTINE,Arrived at Gilberthorpe School at 13:15. Met with the caretaker who reported ongoing roof leak in Block B. Walked the site starting from the main entrance. Observed mould visible on ceiling tiles. Noted trip hazard from raised concrete. the library appears in good condition. Recommend scheduling maintenance within 30 days. Photos taken for record.,COMPLIANT,0,0,COMPLETED
22554,3346,7358,,2021-09-09,POST_INCIDENT,Complaint response visit to Gilberthorpe School regarding broken playground equipment. On inspection found cluttered storage room blocking access. tree branch overhanging walkway. Spoke with the H&S rep who was unaware until now. Actions: contractor engaged. Follow-up required: yes - next routine visit.,MAJOR_NON_COMPLIANCE,3,3,COMPLETED
22555,3346,7359,,2022-10-02,ROUTINE,Routine site walkthrough at Gilberthorpe School. Checked emergency exits - signage missing on one. Fire extinguishers - all current. First aid kits - adequate. Signage - faded in places. General housekeeping - good. 2 new hazards logged.,MINOR_NON_COMPLIANCE,2,2,COMPLETED
22556,3346,7358,,2022-03-12,ROUTINE,Routine site walkthrough at Gilberthorpe School. Checked emergency exits - clear. Fire extinguishers - one missing from hall. First aid kits - adequate. Signage - several missing. General housekeeping - satisfactory. 0 new hazards logged.,COMPLIANT,0,0,COMPLETED
22557,3346,7358,,2022-05-27,COMPLAINT_RESPONSE,Arrived at Gilberthorpe School at 14:00. Met with the caretaker who reported no issues since last visit. Walked the site starting from the playground. Observed cluttered storage room blocking access. Noted tree branch overhanging walkway. the gymnasium appears in good condition. Recommend immediate action on high-risk items. Photos taken for record.,CRITICAL,1,1,COMPLETED
22558,3346,7357,,2023-11-12,ROUTINE,Complaint response visit to Gilberthorpe School regarding noise from construction work. On inspection found inadequate lighting in car park. bird nesting in roof cavity. Spoke with the H&S rep who was already arranging repair. Actions: repair ordered. Follow-up required: yes - in 14 days.,MINOR_NON_COMPLIANCE,0,0,COMPLETED
22559,3346,7357,,2024-11-27,ROUTINE,Routine site walkthrough at Gilberthorpe School. Checked emergency exits - clear. Fire extinguishers - all in date. First aid kits - low on supplies. Signage - adequate. General housekeeping - poor in storage areas. 1 new hazards logged.,COMPLIANT,0,0,COMPLETED
22560,3346,7358,,2025-07-01,POST_INCIDENT,Routine site walkthrough at Gilberthorpe School. Checked emergency exits - signage missing on one. Fire extinguishers - one missing from hall. First aid kits - needs restocking. Signage - adequate. General housekeeping - poor in storage areas. 0 new hazards logged.,COMPLIANT,1,1,COMPLETED
22561,3347,7363,,2020-11-15,POST_INCIDENT,Routine site walkthrough at Gleniti School. Checked emergency exits - clear. Fire extinguishers - one missing from hall. First aid kits - fully stocked. Signage - several missing. General housekeeping - excellent. 2 new hazards logged.,CRITICAL,0,0,COMPLETED
22562,3347,7361,,2020-04-21,COMPLAINT_RESPONSE,Complaint response visit to Gleniti School regarding strange smell in classroom. On inspection found blocked emergency exit in hall. inadequate lighting in car park. Spoke with the H&S rep who was already arranging repair. Actions: repair ordered. Follow-up required: yes - next routine visit.,COMPLIANT,2,0,COMPLETED
22563,3347,7364,,2020-06-19,POST_INCIDENT,Routine site walkthrough at Gleniti School. Checked emergency exits - clear. Fire extinguishers - all current. First aid kits - adequate. Signage - faded in places. General housekeeping - satisfactory. 3 new hazards logged.,MINOR_NON_COMPLIANCE,0,0,COMPLETED
22564,3347,7362,103.0,2021-04-09,CONTRACTOR_AUDIT,Contractor audit: Reliable Grounds Technical Services on site performing painting. Checked: PPE compliance - non-compliant - worker on ladder without harness; site induction records - current; work method statements - generic - not site-specific. Overall: minor non-compliance. Issues noted: work area not adequately fenced.,COMPLIANT,0,0,COMPLETED
22565,3347,7361,,2021-07-03,ROUTINE,Arrived at Gleniti School at 8:30. Met with the H&S rep who reported ongoing roof leak in Block B. Walked the site starting from the car park. Observed standing water near entrance pathway. Noted standing water near entrance pathway. the hall appears in need of maintenance. Recommend scheduling maintenance within 30 days. Photos taken for record.,COMPLIANT,2,0,COMPLETED
22566,3347,7364,,2021-10-17,ROUTINE,Arrived at Gleniti School at 10:30. Met with the site manager who reported no issues since last visit. Walked the site starting from Block A. Observed cluttered storage room blocking access. Noted bird nesting in roof cavity. the hall appears in need of maintenance. Recommend scheduling maintenance within 30 days. Photos taken for record.,COMPLIANT,2,1,COMPLETED
22567,3347,7363,105.0,2022-08-20,CONTRACTOR_AUDIT,Arrived at Gleniti School at 13:45. Met with the caretaker who reported ongoing roof leak in Block B. Walked the site starting from the playground. Observed cluttered storage room blocking access. Noted inadequate lighting in car park. Block A appears satisfactory. Recommend immediate action on high-risk items. Photos taken for record.,MINOR_NON_COMPLIANCE,3,1,COMPLETED
22568,3347,7363,35.0,2023-10-10,CONTRACTOR_AUDIT,Post-incident inspection at Gleniti School. Area where incident occurred has been unchanged. cracked window pane in classroom. Interviewed the H&S rep who confirmed the timeline of events. Root cause appears to be lack of maintenance. Immediate controls: equipment isolated. Further investigation: yes - await contractor quote.,MAJOR_NON_COMPLIANCE,1,1,COMPLETED
22569,3347,7363,,2023-08-23,POST_INCIDENT,Contractor audit: the contractor on site performing plumbing work. Checked: PPE compliance - compliant with minor exceptions; site induction records - missing for one worker; work method statements - not available. Overall: minor non-compliance. Issues noted: SWMS not signed.,MINOR_NON_COMPLIANCE,1,0,COMPLETED
22570,3347,7364,35.0,2024-02-18,CONTRACTOR_AUDIT,Routine site walkthrough at Gleniti School. Checked emergency exits - clear. Fire extinguishers - two expired. First aid kits - low on supplies. Signage - several missing. General housekeeping - excellent. 3 new hazards logged.,MAJOR_NON_COMPLIANCE,2,0,COMPLETED
22571,3347,7364,,2025-05-07,COMPLAINT_RESPONSE,Complaint response visit to Gleniti School regarding broken playground equipment. On inspection found peeling paint near food prep area. worn anti-slip tape on steps. Spoke with the caretaker who was unaware until now. Actions: temporary fix applied. Follow-up required: yes - after repair completed.,MINOR_NON_COMPLIANCE,3,1,COMPLETED
22572,3348,7366,,2020-07-13,ROUTINE,Arrived at Glenavy School at 9:15. Met with the principal who reported no issues since last visit. Walked the site starting from Block A. Observed mould visible on ceiling tiles. Noted peeling paint near food prep area. the library appears showing signs of wear. Recommend scheduling maintenance within 30 days. Photos taken for record.,COMPLIANT,1,0,COMPLETED
22573,3348,7366,,2020-07-07,ROUTINE,Contractor audit: the contractor on site performing roof repairs. Checked: PPE compliance - partial - no safety glasses observed; site induction records - expired - updated on site; work method statements - provided and adequate. Overall: major non-compliance. Issues noted: SWMS not signed.,COMPLIANT,3,0,COMPLETED
22574,3348,7368,138.0,2021-10-10,CONTRACTOR_AUDIT,Contractor audit: Summit Hvac Technical Services on site performing roof repairs. Checked: PPE compliance - compliant with minor exceptions; site induction records - all current; work method statements - provided and adequate. Overall: major non-compliance. Issues noted: SWMS not signed.,COMPLIANT,0,0,COMPLETED
22575,3348,7365,42.0,2021-03-20,CONTRACTOR_AUDIT,Routine site walkthrough at Glenavy School. Checked emergency exits - all clear. Fire extinguishers - one missing from hall. First aid kits - fully stocked. Signage - faded in places. General housekeeping - good. 0 new hazards logged.,COMPLIANT,3,2,COMPLETED
22576,3348,7365,,2021-10-02,POST_INCIDENT,Arrived at Glenavy School at 9:00. Met with the principal who reported a recent near-miss in the workshop. Walked the site starting from the main entrance. Observed mould visible on ceiling tiles. Noted tree branch overhanging walkway. Block A appears in need of maintenance. Recommend review at next assessment. Photos taken for record.,COMPLIANT,3,3,COMPLETED
22577,3348,7367,,2022-03-08,ROUTINE,Contractor audit: the contractor on site performing grounds maintenance. Checked: PPE compliance - non-compliant - worker on ladder without harness; site induction records - expired - updated on site; work method statements - not available. Overall: minor non-compliance. Issues noted: none noted.,MAJOR_NON_COMPLIANCE,2,0,COMPLETED
22578,3348,7366,,2022-06-18,ROUTINE,Arrived at Glenavy School at 8:15. Met with the principal who reported a recent near-miss in the workshop. Walked the site starting from the car park. Observed tree branch overhanging walkway. Noted damaged fencing along south boundary. the gymnasium appears in need of maintenance. Recommend immediate action on high-risk items. Photos taken for record.,COMPLIANT,1,0,COMPLETED
22579,3348,7368,,2022-05-08,ROUTINE,Routine site walkthrough at Glenavy School. Checked emergency exits - signage missing on one. Fire extinguishers - two expired. First aid kits - low on supplies. Signage - several missing. General housekeeping - good. 3 new hazards logged.,MINOR_NON_COMPLIANCE,0,0,COMPLETED
22580,3348,7368,,2023-10-17,COMPLAINT_RESPONSE,Arrived at Glenavy School at 9:45. Met with the caretaker who reported no issues since last visit. Walked the site starting from the main entrance. Observed loose railing on Block A stairwell. Noted trip hazard from raised concrete. the hall appears in need of maintenance. Recommend review at next assessment. Photos taken for record.,COMPLIANT,3,1,COMPLETED
22581,3348,7367,,2023-06-16,ROUTINE,Contractor audit: the contractor on site performing HVAC servicing. Checked: PPE compliance - compliant with minor exceptions; site induction records - current; work method statements - provided and adequate. Overall: major non-compliance. Issues noted: work area not adequately fenced.,MAJOR_NON_COMPLIANCE,1,1,COMPLETED
22582,3348,7365,138.0,2024-07-09,CONTRACTOR_AUDIT,Post-incident inspection at Glenavy School. Area where incident occurred has been cleaned up. cracked window pane in classroom. Interviewed the H&S rep who confirmed that the issue has been ongoing. Root cause appears to be worn equipment. Immediate controls: warning signs placed. Further investigation: no - matter resolved.,MINOR_NON_COMPLIANCE,2,2,COMPLETED
22583,3348,7367,,2025-02-02,ROUTINE,Contractor audit: the contractor on site performing grounds maintenance. Checked: PPE compliance - fully compliant; site induction records - all current; work method statements - comprehensive. Overall: major non-compliance. Issues noted: no issues.,COMPLIANT,3,0,COMPLETED
22584,3352,7370,,2020-08-07,ROUTINE,Complaint response visit to Glentunnel School regarding slippery pathway. On inspection found trip hazard from raised concrete. cluttered storage room blocking access. Spoke with the site manager who was unaware until now. Actions: contractor engaged. Follow-up required: yes - next routine visit.,MAJOR_NON_COMPLIANCE,0,0,COMPLETED
22585,3352,7370,135.0,2020-11-22,CONTRACTOR_AUDIT,Routine site walkthrough at Glentunnel School. Checked emergency exits - one partially blocked. Fire extinguishers - all current. First aid kits - needs restocking. Signage - faded in places. General housekeeping - excellent. 3 new hazards logged.,MINOR_NON_COMPLIANCE,3,1,COMPLETED
22586,3352,7369,,2020-09-05,ROUTINE,Arrived at Glentunnel School at 12:00. Met with the caretaker who reported ongoing roof leak in Block B. Walked the site starting from the playground. Observed damaged fencing along south boundary. Noted missing fire extinguisher sign. the gymnasium appears showing signs of wear. Recommend engaging specialist contractor. Photos taken for record.,COMPLIANT,2,2,COMPLETED
22587,3352,7371,,2021-07-13,POST_INCIDENT,Contractor audit: the contractor on site performing HVAC servicing. Checked: PPE compliance - compliant with minor exceptions; site induction records - current; work method statements - generic - not site-specific. Overall: major non-compliance. Issues noted: SWMS not signed.,COMPLIANT,3,1,COMPLETED
22588,3352,7369,105.0,2022-02-11,CONTRACTOR_AUDIT,Complaint response visit to Glentunnel School regarding slippery pathway. On inspection found standing water near entrance pathway. blocked emergency exit in hall. Spoke with the site manager who was aware of the issue. Actions: area isolated. Follow-up required: no.,CRITICAL,3,0,COMPLETED
22589,3352,7372,,2022-02-08,POST_INCIDENT,Complaint response visit to Glentunnel School regarding water leak from ceiling. On inspection found uneven surface on playground. cluttered storage room blocking access. Spoke with the site manager who was aware of the issue. Actions: area isolated. Follow-up required: yes - next routine visit.,COMPLIANT,2,1,COMPLETED
22590,3352,7371,,2022-08-27,ROUTINE,Contractor audit: the contractor on site performing electrical maintenance. Checked: PPE compliance - fully compliant; site induction records - expired - updated on site; work method statements - generic - not site-specific. Overall: major non-compliance. Issues noted: no issues.,COMPLIANT,2,1,COMPLETED
22591,3352,7370,,2023-05-24,ROUTINE,Arrived at Glentunnel School at 11:00. Met with the caretaker who reported ongoing roof leak in Block B. Walked the site starting from the car park. Observed tree branch overhanging walkway. Noted blocked emergency exit in hall. the gymnasium appears in need of maintenance. Recommend engaging specialist contractor. Photos taken for record.,COMPLIANT,0,0,COMPLETED
22592,3352,7369,,2023-03-19,ROUTINE,Arrived at Glentunnel School at 12:45. Met with the caretaker who reported a concern about the car park. Walked the site starting from the main entrance. Observed cracked window pane in classroom. Noted trip hazard from raised concrete. Block A appears satisfactory. Recommend immediate action on high-risk items. Photos taken for record.,MAJOR_NON_COMPLIANCE,3,0,COMPLETED
